id,volatility_percent
1428,0.127348103239
1429,0.247926489577
1430,0.255436043896
1431,0.18932796529
1432,0.00022185532
1433,0.283778104764
1434,0.199197472649
1439,0.141624444756
1441,1.094508138215
1442,0.19435781754
1443,0.245756794082
1444,0.207382228953
1445,0.275115394726
1446,0.284861156748
1450,0.253801175745
1451,0.132535227226
1453,0.29273049796
1456,0.221550839263
1457,0.268552915282
1458,0.276575875064
1463,0.241024822612
1464,0.269871354966
1465,0.138062764931
1468,0.367099238455
1474,0.252111649766
1475,0.256495305688
1476,0.303028915063
1481,0.277320103511
1483,0.00018774121
1484,0.055222832629
1485,0.031762064299
1486,0.159871835808
1487,0.000248627331
1488,0.426998165855
1489,0.294907946242
1490,0.268363307209
1491,0.242387538375
1492,0.183269366538
1493,0.248777017421
1494,0.299545500705
1495,0.347383358612
1496,0.205746191898
1497,0.286351417719
1498,0.014603607588
1499,0.040324928641
1500,0.040354526984
1501,0.014380210784
1503,177.441187359504
1504,0.140580954238
1505,0.160813661145
1507,0.270013849386
1509,0.153442409352
1514,0.233285634985
1516,0.24875710098
1517,0.238834238933
1522,0.315324559684
1529,0.218298128006
1538,0.159128270122
1551,0.233811309734
1552,0.374543686188
1561,0.226090700217
1562,0.25005768913
1563,0.0587139451
1564,0.133887363574
1567,0.164677287568
1568,0.035280503725
1569,0.046406078259
1571,0.187885855323
1572,0.194549922068
1573,0.204614324203
1574,0.171298472457
1577,0.179347662224
1578,0.318462130086
1579,0.411119181352
1582,0.127556263257
1583,110.909656094556
1585,0.257362548005
1587,0.255414151743
1588,0.273500730344
1590,0.156344793829
1591,93.727473093036
1594,0.205600190236
1595,0.191989378697
1596,0.113226712855
1597,0.000189458561
1598,0.20397450195
1603,0.244563835717
1604,9.494440810717
1605,0.151069659564
1606,0.15079296763
1618,0.181167586369
1619,0.319332744135
1624,0.343041405013
1728,0.170982802785
1729,0.144874642029
1730,0.237447092581
1731,0.204458070601
1732,0.000178055852
1733,0.000186101275
1734,0.000204072463
1735,0.00011834367
1737,0.156473987482
1738,0.185031006591
1739,0.373097460328
1740,0.220716825171
1741,0.429082978737
1744,0.23738979769
1745,0.402859883228
1749,0.312180581387
1750,0.266554101618
1753,0.221859843898
1756,0.228213145869
1758,0.246820847351
1759,0.214649940423
1760,0.212735517565
1763,0.244709445173
1764,0.251778733839
1765,0.207470976334
1771,0.311765810114
1772,0.198991187597
1773,0.233407464972
1776,0.252241676339
1777,0.112904811329
1778,0.023807269954
1779,0.051213161146
1781,0.22923416975
1782,0.702907610538
1784,0.224085540598
1786,0.121390950326
1787,0.082939252939
1788,0.148099529614
1789,0.195052792602
1790,0.220701931052
1791,0.2289536041
1792,0.20402951352
1793,0.222562825634
1794,0.314972601736
1845,0.330066115195
1846,0.196044857753
1847,0.21114132475
1848,0.282821992242
1849,0.154899811944
1850,0.546377315683
1851,0.585536003722
1852,0.412897210834
1853,0.248417669837
1855,4.980747437953
1856,0.294058434169
1857,0.456532387841
1858,0.199487325322
1859,0.579870455923
1860,0.378516827742
1861,0.520788776157
1862,0.281082375556
1863,0.517033366489
1864,0.221810312656
1865,0.246752167812
1866,0.298826390585
1868,0.325352034732
1869,0.946039073016
1870,0.220063276119
1871,0.1893384852
1872,0.233843047639
1873,0.320041137959
1874,0.333035514244
1875,0.239463350059
1876,0.254618290939
1877,0.257454978493
1878,0.24636639613
1879,0.529888960767
1880,0.21696896239
1881,0.381104885209
1882,0.246588793602
1883,0.431919128218
1884,0.913095928004
1885,0.552598587715
1887,0.276935776506
1888,0.33898641055
1889,0.463250738343
1890,0.543378958599
1891,0.285617230843
1892,0.241251466508
1893,0.620621865724
1894,0.382173963381
1896,0.338800535834
1897,0.295319931832
1898,0.851991843807
1899,0.300722831082
1900,0.30566315238
1901,1.460872911702
1902,0.279559119004
1903,0.41134796916
1904,59.769243199735
1905,0.479862138591
1906,0.18538463811
1907,0.335741239098
1908,3.836260017743
1909,0.248606245966
1910,0.223354947662
1911,0.18028460632
1912,0.285428773847
1913,0.292168417298
1914,0.213354945109
1915,0.358486141839
1916,0.299395988626
1917,0.355900241252
1918,0.301268803562
1919,0.360937633721
1921,0.437072470444
1922,0.474497074626
1923,0.226867059263
1924,0.265729751526
1925,0.36402591747
1926,0.262780173501
1927,0.4408985792
1928,0.296577270329
1929,0.364555601487
1930,0.313953321594
1931,0.154559300271
1932,0.256464175967
1933,0.348368878093
1934,0.125809034886
1935,0.314072752428
1936,0.411300659868
1939,2.048600978624
1940,3.814738723197
1941,0.36470313355
1942,0.468233706144
1943,0.303985439629
1944,0.251885433528
1945,0.184667525026
1946,0.436011697613
1947,1.312383445408
1948,0.331563381855
1949,0.215323391954
1950,0.721384209231
1951,7.466348998935
1952,7.463401307374
1953,0.278718433108
1954,11.82638900602
1955,11.830348870978
1956,0.338903930177
1958,0.217297463247
1959,1.413144457661
1960,0.276285735303
1961,0.224556978331
1962,0.230434126941
1963,0.22491909499
1964,0.367681196654
1965,0.181363810896
1966,0.357040786067
1967,0.221243696631
1968,0.263895706301
1969,0.186754717374
1970,0.215254789645
1971,0.13143339093
1972,3.541686926129
1973,0.437444308162
1974,4.054981957789
1975,0.338464559133
1976,0.276701690198
1977,0.318880278123
1978,0.309908384795
1979,0.574410614469
1980,0.384597152085
1982,0.291537995296
1983,0.427475370886
1984,0.347583806565
1985,0.372480261245
1986,0.43061132977
1987,0.31209855501
1988,0.219503138319
1989,0.405727831168
1990,0.374218565818
1991,0.768267238049
1992,380.168093031022
1994,0.453090152304
1995,0.247267371814
1996,0.510222688076
1997,0.40789067152
1998,0.364135535216
1999,0.396965372
2000,0.307710307617
2001,0.380302409356
2002,0.346601321381
2003,0.31553769486
2004,0.209350181811
2005,0.697418420543
2006,0.618916056316
2007,0.802463039485
2008,0.177751326804
2009,0.406062916817
2010,0.344961266454
2011,0.200983855953
2012,0.368869878839
2013,0.222893236332
2014,0.431904095981
2015,0.537122744927
2016,0.588931014219
2017,0.290359838249
2018,0.138663054565
2019,0.374026446452
2020,0.297156093335
2021,0.227325714088
2022,41.556299588635
2023,7.940168082505
2024,26.989938989671
2025,0.297713308339
2026,0.152442457889
2027,0.345058977459
2028,0.58020172354
2029,0.287149678659
2030,0.33335897197
2031,0.453542178353
2032,0.591943895899
2033,0.285061693864
2034,0.535246767799
2035,0.338516288407
2036,0.352237124098
2037,0.370118968091
2038,0.236523321724
2039,0.460296785147
2040,0.264523401126
2041,0.284129677399
2042,0.435981424286
2043,0.930817008573
2044,0.238805055033
2045,0.173704167032
2046,0.139741107052
2047,0.242974872686
2050,0.31290872811
2051,0.527125478119
2052,0.262408719657
2053,0.396848477527
2055,0.203471614923
2056,0.28937518293
2057,0.187952258004
2058,313.924934051018
2059,0.187564830765
2060,0.340313356927
2062,0.194678077638
2063,0.321398372868
2064,0.266526886961
2065,0.195418259227
2066,0.18185679194
2067,0.232267615032
2068,0.186380900963
2072,0.17478481841
2073,0.343773379072
2074,0.180276069928
2075,0.161993894939
2076,1.226997343463
2077,0.193690482266
2078,0.252113489335
2079,0.375439765317
2080,0.671951564286
2081,0.211696071389
2082,0.395731580571
2083,0.141479611213
2084,0.163494941455
2085,0.1809147804
2086,0.231295343907
2087,2.461533373894
2088,0.23383446808
2089,0.221582538456
2090,0.356556981455
2091,0.212938452344
2092,0.182626392609
2093,0.453567540101
2094,0.340668590796
2095,0.185604257278
2096,0.226669191675
2097,0.457867605393
2098,1.443447202776
2100,0.199379683424
2101,0.243893496604
2102,0.202848779615
2103,0.396055470831
2104,0.319261504237
2105,0.176497187391
2106,0.223196346525
2109,0.964030743162
2110,0.555293667214
2111,0.380161858299
2112,0.392783846849
2113,0.209144914393
2115,0.144821629317
2116,0.191755511884
2117,0.148626415357
2119,0.236300345152
2120,0.33306083745
2122,0.149752465902
2123,0.13477795048
2124,0.072141610051
2125,0.14226639891
2126,0.142439672524
2127,0.182158464022
2128,0.000884174104
2129,0.163888749485
2130,0.30180791159
2131,0.064906234997
2132,0.029564996327
2133,0.137381240129
2134,0.141023072572
2135,0.132279539048
2136,0.178268977326
2137,0.1785886706
2138,0.144145018852
2139,0.099146184138
2140,0.147259862748
2141,0.129072457634
2142,0.038838438131
2143,0.089169390882
2144,0.097494365528
2145,0.138695652619
2146,0.095446437103
2147,0.116328848115
2148,0.14840345214
2149,0.066231124426
2150,0.058246595054
2151,0.054310820846
2152,0.170215869733
2153,0.147074779326
2154,0.14552220816
2155,0.105043965452
2156,0.052146651043
2160,0.138639014676
2161,0.1998237702
